dtref,Risk Factor - Nefin - Rm_minus_Rf - Retorno de Mercado,Risk Factor - Nefin - SMB - Size,Risk Factor - Nefin - HML - Value,Risk Factor - Nefin - WML - Momentum,Risk Factor - Nefin - IML - Iliquidez,Risk Factor - Nefin - Risk_free - Livre de Risco
2008-08-22,-0.0011104231234639883,-0.005397425964474678,-0.007655462250113487,0.004516267217695713,0.0008539202972315252,0.0004917781916446984
2008-08-25,-0.025144092738628387,0.011079258285462856,-0.013005027547478676,-0.013709279708564281,0.0173216313123703,0.0004928302951157093
2008-08-26,-0.003696706611663103,-0.0007323580794036388,0.003076633671298623,-0.0031198356300592422,-0.003120620269328356,0.0004935315810143948
2008-08-27,0.019835660234093666,-0.017818182706832886,0.005710068624466658,0.021253401413559914,-0.015348060056567192,0.0004938821657560766
2008-08-28,0.01487590093165636,-0.011122293770313263,-0.0025936514139175415,0.009124591946601868,-0.00808680523186922,0.0004945832188241184
2008-08-29,-0.013190904632210732,0.005914465058594942,0.0012084548361599445,0.00095720449462533,0.005093741230666637,0.0004949337453581393
2008-09-01,-0.011560944840312004,0.010155994445085526,-0.0021488433703780174,-0.015502783469855785,0.009707815945148468,0.0004952842136844993
2008-09-02,-0.012495720759034157,0.000861514825373888,-0.006370055489242077,-0.012835710309445858,0.0033465023152530193,0.0004963353858329356
2008-09-03,-0.013832039199769497,2.6065856218338013e-05,0.001636803150177002,-0.006508812308311462,0.001655103638768196,0.0004977365606464446
2008-09-04,-0.03475220128893852,0.003367377445101738,-0.0027925148606300354,-0.00015267729759216309,0.011874871328473091,0.0004998373915441334
2008-09-05,0.009732203558087349,-0.014521729201078415,0.0058518354780972,0.0032413112930953503,-0.013457892462611198,0.0004998373915441334
2008-09-08,-0.019185053184628487,0.018829800188541412,-0.004173236433416605,-0.018363993614912033,0.021198194473981857,0.0005019371164962649
2008-09-09,-0.0397927425801754,0.0020676515996456146,-0.0020042862743139267,-0.003275856375694275,0.016634903848171234,0.0005029866006225348
2008-09-10,0.02105697989463806,-0.014247139915823936,-0.0018597012385725975,0.01314285583794117,-0.015193688683211803,0.0005040357355028391
2008-09-11,0.03227141499519348,-0.02248251438140869,0.0042567020282149315,0.027504857629537582,-0.01681174710392952,0.0005068322061561048
2008-09-12,0.015706753358244896,-0.004731183405965567,-0.0008724471554160118,0.012305131182074547,8.527189493179321e-05,0.0005068322061561048
2008-09-15,-0.0713883712887764,0.01741671934723854,-0.002605430781841278,-0.011822227388620377,0.02381535992026329,0.0005071816267445683
2008-09-16,0.01567539945244789,-0.027797531336545944,-0.00389661593362689,0.008991262875497341,-0.014700304716825485,0.0005071816267445683
2008-09-17,-0.06338698416948318,-0.0001179724931716919,-0.010330375283956528,0.005521319806575775,0.00862833857536316,0.0005078803515061736
2008-09-18,0.052967436611652374,-0.04046740010380745,0.008012641221284866,0.028874633833765984,-0.04814658313989639,0.0005071816267445683
2008-09-19,0.08498527109622955,-0.03503100201487541,0.029217183589935303,0.008021451532840729,-0.053585223853588104,0.0005068322061561048
2008-09-22,-0.022421855479478836,0.016715586185455322,0.0058539193123579025,0.005946964956820011,0.02687675878405571,0.0005068322061561048
2008-09-23,-0.033057525753974915,-0.0029305238276720047,0.009644679725170135,0.007252180948853493,0.013936368748545647,0.000508579018060118
2008-09-24,0.008574079722166061,-0.003999957349151373,-0.0006932402029633522,0.005605666898190975,0.004560418426990509,0.0005082297138869762
2008-09-25,0.03653828054666519,-0.032423000782728195,0.013745024800300598,0.018781719729304314,-0.02598380856215954,0.0005071816267445683
2008-09-26,-0.019076671451330185,-0.006943270564079285,-0.007066318765282631,-0.002827480435371399,0.014762135222554207,0.0005071816267445683
2008-09-29,-0.08296532183885574,-0.0040464848279953,0.006920181214809418,0.006722532212734222,0.023606710135936737,0.0005068322061561048
2008-09-30,0.07326086610555649,-0.03135008364915848,0.016889404505491257,0.017820697277784348,-0.04362087696790695,0.000507530989125371
2008-10-01,0.0028611449524760246,-0.01737295463681221,0.005270057357847691,-0.0026810921262949705,-0.00787799246609211,0.000507530989125371
2008-10-02,-0.06772096455097198,0.012518145143985748,0.003738563507795334,-0.006241641938686371,0.03251184523105621,0.0005071816267445683
2008-10-03,-0.031279291957616806,0.007695190608501434,0.00012466870248317719,-0.001779947429895401,0.010724030435085297,0.0005071816267445683
2008-10-06,-0.049436844885349274,-0.04033559188246727,0.019162241369485855,0.054773587733507156,-0.00241025909781456,0.0005099758855067194
2008-10-07,-0.04349031671881676,0.002948019653558731,0.004401605576276779,-0.0007997937500476837,0.009624164551496506,0.0005103250150568783
2008-10-08,-0.042108528316020966,0.0018611662089824677,-0.0027695931494235992,0.011684015393257141,0.0164102241396904,0.0005120702553540468
